,months_as_customer,age,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_zip,insured_sex,insured_education_level,insured_occupation,insured_relationship,incident_state,incident_city,incident_location,witnesses,total_claim_amount,auto_make,auto_model,auto_year,month_sin,month_cos,severe
240,249.0,43.0,IL,250/500,1000.0,1518.46,0.0,606238,FEMALE,MD,armed-forces,own-child,SC,Riverwood,2201 4th Lane,0.0,53500.0,Saab,92x,2015.0,-1.0,-1.8369701987210297e-16,0
241,177.0,38.0,IL,100/300,2000.0,1540.19,0.0,463842,FEMALE,College,adm-clerical,other-relative,VA,Columbus,5506 Best St,0.0,73700.0,Chevrolet,Silverado,2001.0,0.49999999999999994,0.8660254037844387,1
242,190.0,40.0,OH,500/1000,2000.0,965.21,0.0,610354,FEMALE,JD,exec-managerial,other-relative,SC,Hillsdale,8404 Embaracadero St,1.0,6300.0,Nissan,Ultima,2001.0,0.49999999999999994,0.8660254037844387,0
243,174.0,36.0,IL,100/300,2000.0,1278.75,0.0,461328,FEMALE,College,tech-support,own-child,NY,Riverwood,2117 Lincoln Hwy,2.0,65400.0,Dodge,RAM,2012.0,-0.8660254037844386,0.5000000000000001,0
244,95.0,28.0,OH,250/500,1000.0,773.99,0.0,458727,MALE,Associate,armed-forces,other-relative,PA,Springfield,6359 MLK Ridge,2.0,3200.0,Mercedes,E400,2014.0,-0.5000000000000004,0.8660254037844384,0
245,371.0,51.0,IN,500/1000,1000.0,1532.47,0.0,452587,FEMALE,Associate,tech-support,other-relative,NY,Arlington,9751 Sky Ridge,3.0,75400.0,Dodge,RAM,2012.0,-0.8660254037844386,0.5000000000000001,1
246,2.0,28.0,IL,250/500,1000.0,1340.56,0.0,433184,FEMALE,JD,machine-op-inspct,not-in-family,NY,Northbend,9020 Elm Ave,2.0,58140.0,Saab,92x,2008.0,0.49999999999999994,-0.8660254037844387,0
247,269.0,44.0,OH,100/300,500.0,1297.75,4000000.0,451280,FEMALE,JD,other-service,own-child,SC,Columbus,1830 Sky St,1.0,98670.0,Chevrolet,Tahoe,2010.0,-2.4492935982947064e-16,1.0,1
248,101.0,27.0,IL,250/500,1000.0,433.33,0.0,603269,MALE,Masters,machine-op-inspct,other-relative,SC,Hillsdale,6067 Weaver Ridge,3.0,5900.0,Mercedes,E400,2009.0,0.8660254037844386,0.5000000000000001,0
249,94.0,30.0,IN,250/500,2000.0,1025.54,0.0,442632,FEMALE,High School,armed-forces,other-relative,NC,Arlington,1840 Embaracadero Ave,3.0,64100.0,Chevrolet,Malibu,2001.0,1.0,6.123233995736766e-17,0
250,117.0,28.0,OH,250/500,500.0,1264.77,0.0,447300,FEMALE,Associate,transport-moving,unmarried,SC,Springfield,4058 Tree Drive,1.0,55440.0,Suburu,Forrestor,2009.0,0.8660254037844387,-0.4999999999999998,0
251,111.0,27.0,OH,250/500,500.0,1459.97,5000000.0,441783,MALE,MD,sales,other-relative,SC,Northbend,4983 MLK Ridge,2.0,80850.0,Ford,F150,2011.0,-1.0,-1.8369701987210297e-16,1
252,242.0,40.0,OH,100/300,500.0,1238.65,0.0,468702,FEMALE,High School,transport-moving,husband,WV,Springfield,9744 Texas Drive,1.0,7480.0,Saab,95,1998.0,0.8660254037844386,0.5000000000000001,0
253,440.0,61.0,OH,250/500,500.0,1050.76,0.0,467942,MALE,PhD,transport-moving,wife,OH,Riverwood,8821 Elm St,3.0,53640.0,Nissan,Maxima,2004.0,-1.0,-1.8369701987210297e-16,0
254,20.0,23.0,OH,500/1000,1000.0,1711.72,0.0,463678,FEMALE,JD,tech-support,wife,SC,Northbrook,2886 Tree Ridge,2.0,63250.0,Chevrolet,Tahoe,2002.0,0.49999999999999994,-0.8660254037844387,0
255,461.0,57.0,IL,100/300,500.0,865.33,7000000.0,615220,FEMALE,High School,farming-fishing,own-child,NY,Hillsdale,5236 Weaver Drive,1.0,59040.0,Dodge,RAM,1995.0,-2.4492935982947064e-16,1.0,0
256,208.0,36.0,IL,250/500,500.0,1153.49,0.0,432711,MALE,Associate,craft-repair,other-relative,SC,Arlington,5862 Apache Ridge,0.0,50500.0,Accura,TL,2004.0,1.2246467991473532e-16,-1.0,0
257,279.0,43.0,OH,500/1000,2000.0,1281.25,0.0,463583,MALE,Associate,machine-op-inspct,other-relative,SC,Columbus,7859 4th Ridge,1.0,57690.0,Mercedes,C300,2010.0,0.8660254037844387,-0.4999999999999998,0
258,244.0,40.0,IL,100/300,500.0,1342.8,0.0,439502,FEMALE,MD,sales,husband,NY,Springfield,6259 Weaver St,3.0,5940.0,Toyota,Camry,2014.0,1.2246467991473532e-16,-1.0,0
259,134.0,30.0,OH,250/500,2000.0,1443.32,0.0,613287,FEMALE,PhD,exec-managerial,unmarried,SC,Northbend,9980 Lincoln Ave,2.0,47790.0,Suburu,Impreza,1995.0,-1.0,-1.8369701987210297e-16,0
260,122.0,29.0,OH,250/500,1000.0,1629.94,0.0,620104,FEMALE,Masters,priv-house-serv,other-relative,SC,Riverwood,7828 Cherokee Ave,1.0,3850.0,Dodge,Neon,2014.0,-0.5000000000000004,0.8660254037844384,0
261,156.0,31.0,IL,100/300,2000.0,1134.08,0.0,446895,MALE,PhD,other-service,husband,NC,Arlington,5812 Oak St,0.0,59000.0,Ford,Fusion,2013.0,-1.0,-1.8369701987210297e-16,0
262,232.0,43.0,OH,250/500,500.0,1483.91,8000000.0,431531,MALE,College,machine-op-inspct,husband,NY,Arlington,2318 Washington Hwy,1.0,70600.0,Volkswagen,Passat,2013.0,0.49999999999999994,-0.8660254037844387,1
263,244.0,40.0,IN,500/1000,2000.0,1304.67,7000000.0,605408,MALE,Masters,armed-forces,other-relative,SC,Hillsdale,8809 Flute St,1.0,61490.0,Dodge,RAM,2001.0,-0.8660254037844385,-0.5000000000000004,0
264,84.0,30.0,IL,500/1000,2000.0,1035.79,0.0,457551,FEMALE,MD,protective-serv,wife,SC,Northbend,3184 Oak Ave,0.0,57640.0,Volkswagen,Passat,2010.0,1.2246467991473532e-16,-1.0,0
265,394.0,57.0,IL,250/500,500.0,1401.2,0.0,619892,FEMALE,High School,craft-repair,own-child,NC,Hillsdale,6493 Lincoln Lane,0.0,6890.0,Audi,A5,1999.0,1.0,6.123233995736766e-17,0
266,246.0,45.0,IL,250/500,1000.0,1665.45,0.0,445853,MALE,JD,machine-op-inspct,wife,PA,Columbus,7162 Maple Ave,2.0,53280.0,Toyota,Camry,2006.0,0.8660254037844386,0.5000000000000001,0
267,35.0,29.0,IN,500/1000,2000.0,653.66,0.0,475483,FEMALE,JD,handlers-cleaners,unmarried,SC,Springfield,5455 Tree Ridge,0.0,78300.0,BMW,X5,2009.0,-0.8660254037844385,-0.5000000000000004,1
268,156.0,37.0,OH,100/300,500.0,1080.13,0.0,606290,MALE,Associate,protective-serv,other-relative,PA,Springfield,5778 Pine Ridge,3.0,41490.0,Nissan,Pathfinder,2001.0,1.2246467991473532e-16,-1.0,0
269,195.0,36.0,IN,100/300,2000.0,1346.18,0.0,611852,FEMALE,Associate,machine-op-inspct,wife,SC,Hillsdale,3797 Solo Lane,3.0,68970.0,Chevrolet,Tahoe,2007.0,-0.5000000000000004,0.8660254037844384,0
270,369.0,55.0,OH,250/500,2000.0,1589.54,0.0,444734,MALE,College,handlers-cleaners,husband,VA,Arlington,9373 Pine Hwy,0.0,85300.0,Toyota,Highlander,2003.0,0.8660254037844387,-0.4999999999999998,1
271,271.0,40.0,IL,100/300,1000.0,1251.65,0.0,433683,FEMALE,Associate,other-service,wife,NY,Hillsdale,1365 Francis Ave,0.0,3080.0,Audi,A3,2012.0,-2.4492935982947064e-16,1.0,0
272,332.0,47.0,IL,100/300,2000.0,1083.01,0.0,448882,MALE,MD,craft-repair,other-relative,WV,Arlington,9239 Washington Ridge,0.0,71760.0,Jeep,Grand Cherokee,2010.0,-0.5000000000000004,0.8660254037844384,1
273,107.0,26.0,OH,100/300,500.0,974.59,0.0,466838,FEMALE,JD,armed-forces,wife,NY,Arlington,3416 Washington Drive,0.0,59700.0,Nissan,Ultima,2002.0,0.49999999999999994,-0.8660254037844387,0
274,217.0,39.0,IL,500/1000,2000.0,1399.85,0.0,605490,FEMALE,Masters,other-service,other-relative,NY,Columbus,1923 2nd Hwy,2.0,64920.0,Ford,Fusion,1997.0,1.0,6.123233995736766e-17,0
275,243.0,43.0,IN,500/1000,500.0,1307.74,0.0,466137,FEMALE,Associate,machine-op-inspct,own-child,SC,Riverwood,6451 1st Hwy,1.0,37530.0,Jeep,Wrangler,2008.0,0.8660254037844386,0.5000000000000001,0
276,296.0,42.0,IN,250/500,2000.0,1219.27,0.0,466970,MALE,Associate,tech-support,husband,WV,Columbus,1267 Francis Hwy,2.0,64080.0,Saab,93,2012.0,1.0,6.123233995736766e-17,0
277,264.0,41.0,OH,100/300,500.0,1411.3,0.0,474801,MALE,PhD,prof-specialty,unmarried,PA,Northbrook,4158 Washington Lane,0.0,60390.0,BMW,M5,2004.0,-0.8660254037844386,0.5000000000000001,0
278,108.0,33.0,IL,100/300,2000.0,694.45,0.0,450703,FEMALE,JD,armed-forces,not-in-family,WV,Northbend,3796 Cherokee Drive,1.0,64350.0,Nissan,Pathfinder,2011.0,0.49999999999999994,0.8660254037844387,0
279,32.0,38.0,IL,100/300,500.0,1006.77,6000000.0,478172,FEMALE,College,other-service,own-child,SC,Northbend,7434 Oak Hwy,1.0,70900.0,BMW,X6,1997.0,1.0,6.123233995736766e-17,1
280,259.0,39.0,OH,250/500,1000.0,1422.36,0.0,604668,FEMALE,JD,craft-repair,unmarried,PA,Columbus,5178 Weaver Hwy,3.0,46560.0,Nissan,Ultima,2012.0,-1.0,-1.8369701987210297e-16,0
281,186.0,33.0,IN,100/300,1000.0,1348.32,0.0,469429,FEMALE,Associate,craft-repair,wife,NY,Arlington,8477 Francis Hwy,1.0,4730.0,Chevrolet,Malibu,2013.0,0.8660254037844386,0.5000000000000001,0
282,201.0,40.0,OH,250/500,2000.0,1315.56,0.0,471806,FEMALE,PhD,transport-moving,not-in-family,SC,Northbrook,7693 Britain Lane,0.0,6820.0,Jeep,Grand Cherokee,2003.0,-2.4492935982947064e-16,1.0,0
283,436.0,58.0,OH,250/500,2000.0,1407.01,5000000.0,475705,MALE,PhD,tech-support,other-relative,WV,Riverwood,3658 Rock Drive,2.0,59900.0,BMW,X5,1997.0,0.8660254037844387,-0.4999999999999998,0
284,189.0,36.0,OH,250/500,2000.0,1388.58,0.0,459122,FEMALE,MD,priv-house-serv,own-child,WV,Riverwood,2617 Andromedia Drive,3.0,79560.0,Ford,Escape,2009.0,0.8660254037844387,-0.4999999999999998,1
285,105.0,33.0,IL,500/1000,500.0,1310.76,0.0,476737,FEMALE,High School,adm-clerical,not-in-family,VA,Northbrook,9279 Oak Hwy,1.0,70290.0,Accura,MDX,2008.0,-0.4999999999999997,-0.8660254037844388,0
286,163.0,31.0,IN,100/300,1000.0,1004.63,6000000.0,460359,MALE,JD,priv-house-serv,not-in-family,SC,Hillsdale,3439 Andromedia Hwy,0.0,63910.0,Suburu,Forrestor,1999.0,0.8660254037844387,-0.4999999999999998,0
287,219.0,40.0,OH,100/300,500.0,1134.91,0.0,452735,FEMALE,Associate,transport-moving,not-in-family,SC,Riverwood,5901 Elm Drive,0.0,6400.0,Toyota,Camry,1997.0,-0.8660254037844386,0.5000000000000001,0
288,88.0,25.0,IN,250/500,1000.0,1194.0,0.0,613583,FEMALE,JD,handlers-cleaners,husband,SC,Northbrook,3982 Washington Hwy,2.0,66780.0,Ford,Escape,2013.0,-0.8660254037844386,0.5000000000000001,0
289,40.0,39.0,IN,500/1000,1000.0,1248.25,4000000.0,605692,FEMALE,College,sales,own-child,VA,Northbrook,3376 5th Drive,2.0,8760.0,BMW,3 Series,2013.0,1.0,6.123233995736766e-17,0
290,284.0,42.0,OH,100/300,500.0,1338.54,-1000000.0,438178,MALE,Associate,machine-op-inspct,wife,NC,Arlington,3936 Tree Drive,1.0,94160.0,Chevrolet,Malibu,1996.0,0.49999999999999994,-0.8660254037844387,1
291,59.0,40.0,IL,250/500,2000.0,782.23,0.0,449221,MALE,College,protective-serv,other-relative,OH,Springfield,6605 Tree Ave,2.0,51570.0,BMW,X5,2010.0,-1.0,-1.8369701987210297e-16,0
292,39.0,31.0,IL,250/500,2000.0,1366.9,0.0,459322,FEMALE,High School,handlers-cleaners,husband,NC,Northbend,3102 Apache St,0.0,52700.0,BMW,X6,2014.0,0.49999999999999994,0.8660254037844387,0
293,147.0,34.0,IL,500/1000,1000.0,1275.81,0.0,472657,MALE,High School,sales,wife,NY,Columbus,7756 Pine Hwy,2.0,101010.0,Mercedes,ML350,1998.0,0.8660254037844386,0.5000000000000001,1
294,156.0,37.0,IN,250/500,500.0,1090.65,0.0,608331,MALE,High School,exec-managerial,unmarried,NC,Columbus,7142 5th Lane,2.0,53400.0,Honda,Civic,2010.0,0.8660254037844386,0.5000000000000001,0
295,123.0,31.0,IN,250/500,500.0,1326.0,0.0,438546,FEMALE,Associate,prof-specialty,wife,SC,Northbrook,2914 Oak Drive,2.0,72120.0,Mercedes,ML350,2009.0,-0.8660254037844385,-0.5000000000000004,1
296,231.0,43.0,IL,250/500,2000.0,972.47,0.0,441981,MALE,College,protective-serv,wife,PA,Hillsdale,6522 Apache Drive,2.0,77100.0,Audi,A3,2010.0,1.2246467991473532e-16,-1.0,1
297,247.0,39.0,IL,100/300,500.0,806.31,0.0,602177,FEMALE,College,handlers-cleaners,wife,SC,Northbend,5279 Pine Ridge,3.0,3300.0,Dodge,RAM,2003.0,-2.4492935982947064e-16,1.0,0
298,194.0,35.0,IL,500/1000,500.0,1416.24,0.0,441659,FEMALE,MD,adm-clerical,not-in-family,WV,Northbend,8078 Britain Hwy,0.0,5940.0,Nissan,Pathfinder,2003.0,1.0,6.123233995736766e-17,0
299,119.0,27.0,IN,250/500,2000.0,1097.64,0.0,614812,MALE,High School,transport-moving,other-relative,PA,Northbend,1133 Apache St,0.0,63720.0,Accura,TL,2006.0,-0.8660254037844385,-0.5000000000000004,0
300,259.0,43.0,IL,100/300,500.0,947.75,0.0,458470,FEMALE,Masters,farming-fishing,not-in-family,SC,Riverwood,2873 Flute Ave,3.0,7680.0,Audi,A5,2008.0,-0.4999999999999997,-0.8660254037844388,0
301,107.0,31.0,IL,100/300,2000.0,1018.73,5000000.0,469646,MALE,Associate,handlers-cleaners,own-child,NY,Riverwood,8509 Apache St,2.0,93730.0,Honda,CRV,2001.0,-0.5000000000000004,0.8660254037844384,1
302,48.0,44.0,IL,100/300,2000.0,1400.74,0.0,611118,MALE,College,sales,other-relative,NC,Arlington,8245 4th Hwy,2.0,87300.0,Jeep,Wrangler,2013.0,0.8660254037844386,0.5000000000000001,1
303,267.0,40.0,IL,250/500,500.0,1155.53,5000000.0,465158,MALE,JD,transport-moving,wife,NY,Columbus,3094 Best Lane,2.0,5670.0,Ford,F150,1997.0,-0.8660254037844386,0.5000000000000001,0
304,286.0,47.0,IN,250/500,500.0,1386.93,0.0,457130,MALE,High School,priv-house-serv,husband,NY,Springfield,8188 Tree Ave,0.0,65800.0,Accura,TL,2001.0,-0.5000000000000004,0.8660254037844384,0
305,175.0,34.0,OH,100/300,500.0,915.29,0.0,607893,FEMALE,JD,handlers-cleaners,wife,NY,Arlington,5224 5th Lane,1.0,36720.0,Honda,Accord,2009.0,0.49999999999999994,-0.8660254037844387,0
306,111.0,29.0,IL,250/500,500.0,1239.55,2000000.0,464736,FEMALE,PhD,farming-fishing,own-child,SC,Riverwood,2230 1st St,1.0,52800.0,Mercedes,ML350,1996.0,0.49999999999999994,0.8660254037844387,0
307,151.0,37.0,IN,250/500,500.0,1366.42,0.0,476198,FEMALE,Associate,protective-serv,unmarried,SC,Arlington,6719 Flute St,2.0,59100.0,Nissan,Maxima,1998.0,-0.8660254037844386,0.5000000000000001,0
308,156.0,37.0,OH,500/1000,1000.0,1086.48,6000000.0,444903,MALE,Associate,machine-op-inspct,unmarried,NY,Northbrook,8064 4th Ave,1.0,77440.0,Suburu,Legacy,1999.0,-0.8660254037844386,0.5000000000000001,1
309,165.0,36.0,IL,250/500,2000.0,1247.87,0.0,464336,MALE,Masters,armed-forces,husband,NY,Northbend,2469 Francis Lane,2.0,45700.0,BMW,3 Series,2008.0,-0.8660254037844386,0.5000000000000001,0
310,253.0,41.0,OH,100/300,2000.0,1312.75,0.0,471453,FEMALE,PhD,sales,other-relative,SC,Springfield,4671 5th Ridge,2.0,80740.0,Toyota,Camry,2014.0,0.8660254037844387,-0.4999999999999998,1
311,10.0,26.0,IN,100/300,2000.0,765.64,0.0,466191,MALE,MD,sales,not-in-family,SC,Northbrook,6985 Maple Lane,3.0,31350.0,Honda,Accord,2001.0,1.2246467991473532e-16,-1.0,0
312,158.0,33.0,OH,100/300,2000.0,1327.41,0.0,440930,FEMALE,Associate,handlers-cleaners,other-relative,SC,Hillsdale,7791 Britain Ridge,0.0,35000.0,Suburu,Legacy,2012.0,-2.4492935982947064e-16,1.0,0
313,436.0,59.0,OH,500/1000,1000.0,1338.55,0.0,430380,MALE,PhD,protective-serv,own-child,WV,Hillsdale,6355 4th Hwy,2.0,68000.0,Toyota,Corolla,2014.0,-0.8660254037844385,-0.5000000000000004,0
314,91.0,30.0,IL,250/500,2000.0,1316.63,8000000.0,613178,FEMALE,Masters,machine-op-inspct,unmarried,SC,Northbend,3495 Britain Drive,0.0,84500.0,BMW,X6,2009.0,1.2246467991473532e-16,-1.0,1
315,256.0,42.0,IL,500/1000,1000.0,1286.44,0.0,460564,FEMALE,MD,transport-moving,wife,WV,Northbend,2980 Sky Ridge,1.0,75500.0,Nissan,Ultima,1998.0,0.8660254037844387,-0.4999999999999998,1
316,274.0,46.0,OH,500/1000,1000.0,1372.18,0.0,439929,MALE,High School,exec-managerial,not-in-family,WV,Riverwood,5914 Oak Ave,3.0,90600.0,BMW,X5,2009.0,0.8660254037844386,0.5000000000000001,1
317,275.0,45.0,IN,500/1000,2000.0,1447.77,0.0,605756,FEMALE,Associate,adm-clerical,wife,VA,Northbend,3835 5th Ave,1.0,64320.0,Accura,MDX,1998.0,-2.4492935982947064e-16,1.0,0
318,1.0,33.0,IL,250/500,500.0,903.32,0.0,451184,FEMALE,High School,transport-moving,not-in-family,NY,Northbend,5925 Tree Hwy,0.0,31700.0,Toyota,Highlander,2006.0,-1.0,-1.8369701987210297e-16,0
319,85.0,30.0,IN,500/1000,1000.0,1454.42,0.0,459588,MALE,Associate,protective-serv,other-relative,NY,Springfield,6250 1st Ridge,1.0,74280.0,Suburu,Forrestor,2006.0,-0.8660254037844386,0.5000000000000001,1
320,233.0,37.0,IL,100/300,2000.0,1603.42,0.0,616637,FEMALE,High School,sales,wife,NY,Columbus,1346 5th Lane,2.0,80520.0,Toyota,Corolla,2005.0,-0.5000000000000004,0.8660254037844384,1
321,142.0,30.0,IN,250/500,2000.0,1616.58,0.0,447979,MALE,JD,adm-clerical,husband,SC,Hillsdale,1128 Maple Lane,3.0,63600.0,Dodge,RAM,2010.0,-0.4999999999999997,-0.8660254037844388,0
322,266.0,44.0,IL,250/500,500.0,1611.83,0.0,460176,MALE,High School,handlers-cleaners,husband,WV,Riverwood,6309 Cherokee Ave,2.0,32800.0,BMW,3 Series,2012.0,-2.4492935982947064e-16,1.0,0
323,350.0,50.0,OH,500/1000,500.0,889.13,0.0,459429,FEMALE,Masters,priv-house-serv,other-relative,PA,Northbend,4618 Flute Ave,2.0,44190.0,Audi,A3,2015.0,-0.4999999999999997,-0.8660254037844388,0
324,97.0,26.0,IL,250/500,1000.0,1252.08,0.0,465456,MALE,College,exec-managerial,not-in-family,VA,Springfield,6191 Oak Lane,2.0,50400.0,Honda,CRV,2000.0,-0.5000000000000004,0.8660254037844384,0
325,399.0,55.0,IL,500/1000,2000.0,995.56,0.0,464665,MALE,JD,tech-support,not-in-family,NY,Northbend,1316 Britain Ridge,1.0,88400.0,Nissan,Pathfinder,2010.0,0.8660254037844387,-0.4999999999999998,1
326,305.0,49.0,IL,100/300,2000.0,1347.92,0.0,430853,FEMALE,High School,farming-fishing,own-child,NY,Hillsdale,5924 Maple Drive,2.0,66550.0,Volkswagen,Jetta,2003.0,-0.8660254037844385,-0.5000000000000004,0
327,276.0,47.0,IN,100/300,1000.0,1724.09,0.0,615712,MALE,PhD,craft-repair,own-child,NY,Arlington,8917 Tree Ridge,0.0,65780.0,Chevrolet,Tahoe,2014.0,1.2246467991473532e-16,-1.0,0
328,257.0,40.0,IN,250/500,500.0,1379.93,0.0,608228,MALE,MD,armed-forces,husband,NY,Columbus,3966 Francis Ridge,2.0,51810.0,Audi,A3,2002.0,-0.4999999999999997,-0.8660254037844388,0
329,78.0,31.0,IN,250/500,1000.0,1554.64,4000000.0,457535,MALE,PhD,protective-serv,own-child,WV,Springfield,1507 Solo Ave,0.0,55660.0,Honda,CRV,2009.0,0.49999999999999994,0.8660254037844387,0
330,129.0,28.0,OH,500/1000,1000.0,1377.94,0.0,442540,MALE,Masters,machine-op-inspct,not-in-family,NY,Springfield,4272 Oak Ridge,3.0,44640.0,Toyota,Camry,2005.0,0.8660254037844386,0.5000000000000001,0
331,283.0,46.0,IL,500/1000,2000.0,1313.33,0.0,455332,FEMALE,PhD,transport-moving,husband,NY,Riverwood,4434 Lincoln Ave,3.0,77660.0,Nissan,Maxima,2004.0,-0.8660254037844385,-0.5000000000000004,1
332,85.0,25.0,IN,250/500,500.0,1259.02,0.0,439534,FEMALE,JD,tech-support,unmarried,SC,Northbend,7529 Solo Ridge,2.0,5640.0,Nissan,Ultima,2005.0,-1.0,-1.8369701987210297e-16,0
333,101.0,26.0,IL,500/1000,1000.0,1371.88,0.0,462420,FEMALE,MD,prof-specialty,husband,VA,Arlington,8096 Apache Hwy,2.0,3190.0,Suburu,Legacy,1995.0,-0.8660254037844385,-0.5000000000000004,0
334,96.0,30.0,OH,100/300,500.0,1399.27,6000000.0,448913,MALE,College,prof-specialty,wife,NC,Arlington,9417 Tree Hwy,0.0,53440.0,Ford,Escape,2004.0,-1.0,-1.8369701987210297e-16,0
335,121.0,31.0,IL,500/1000,1000.0,1061.98,6000000.0,440837,FEMALE,JD,armed-forces,unmarried,WV,Hillsdale,3809 Texas Lane,1.0,65250.0,BMW,3 Series,2002.0,1.0,6.123233995736766e-17,0
336,176.0,39.0,OH,250/500,500.0,1365.46,4000000.0,466634,MALE,College,armed-forces,unmarried,SC,Columbus,1540 Apache Lane,1.0,44280.0,Chevrolet,Silverado,2008.0,-0.5000000000000004,0.8660254037844384,0
337,159.0,37.0,IL,500/1000,1000.0,894.4,0.0,446435,MALE,Associate,tech-support,wife,NY,Springfield,2337 Lincoln Hwy,0.0,70290.0,Dodge,RAM,1999.0,-0.8660254037844385,-0.5000000000000004,0
338,120.0,30.0,IN,250/500,500.0,956.69,0.0,438237,FEMALE,Associate,priv-house-serv,husband,NY,Hillsdale,6770 1st St,1.0,87100.0,Saab,92x,2000.0,-0.4999999999999997,-0.8660254037844388,1
339,212.0,35.0,IN,500/1000,2000.0,1123.89,0.0,468313,MALE,MD,priv-house-serv,unmarried,NY,Columbus,4119 Texas St,3.0,50380.0,Suburu,Forrestor,1996.0,0.8660254037844387,-0.4999999999999998,0
340,290.0,45.0,IL,100/300,500.0,1085.03,0.0,476303,FEMALE,JD,sales,wife,VA,Arlington,4347 2nd Ridge,2.0,64800.0,Audi,A3,2014.0,0.8660254037844386,0.5000000000000001,0
341,299.0,42.0,OH,100/300,2000.0,1437.33,0.0,450339,FEMALE,Associate,craft-repair,wife,SC,Columbus,1091 1st Drive,3.0,70400.0,BMW,3 Series,2000.0,-0.4999999999999997,-0.8660254037844388,0
342,66.0,26.0,IL,250/500,1000.0,988.29,0.0,476502,MALE,College,armed-forces,own-child,NY,Northbend,8203 Lincoln Ave,2.0,57860.0,Suburu,Impreza,2008.0,-0.5000000000000004,0.8660254037844384,0
343,334.0,47.0,IL,500/1000,500.0,1238.89,0.0,600561,MALE,Masters,protective-serv,other-relative,WV,Northbend,9154 MLK Hwy,3.0,6240.0,Ford,Fusion,2011.0,0.49999999999999994,-0.8660254037844387,0
344,216.0,38.0,IN,100/300,1000.0,1384.64,5000000.0,600754,FEMALE,Associate,tech-support,unmarried,VA,Columbus,5780 4th Ave,3.0,66600.0,Jeep,Grand Cherokee,2012.0,1.2246467991473532e-16,-1.0,0
345,86.0,28.0,IN,100/300,2000.0,1595.07,0.0,439304,MALE,PhD,transport-moving,unmarried,VA,Hillsdale,6945 Texas Hwy,2.0,70920.0,Jeep,Wrangler,2002.0,-0.8660254037844385,-0.5000000000000004,1
346,429.0,56.0,OH,250/500,1000.0,1127.89,6000000.0,460722,MALE,Associate,machine-op-inspct,own-child,WV,Springfield,5639 1st Ridge,0.0,39480.0,Suburu,Forrestor,2002.0,-2.4492935982947064e-16,1.0,0
347,257.0,43.0,IN,500/1000,2000.0,929.7,6000000.0,618632,FEMALE,PhD,handlers-cleaners,husband,VA,Arlington,3834 Pine St,2.0,63240.0,Mercedes,E400,2005.0,0.8660254037844386,0.5000000000000001,0
348,15.0,34.0,IL,100/300,1000.0,1829.63,0.0,452204,MALE,JD,tech-support,not-in-family,SC,Arlington,1358 Maple St,0.0,67650.0,Audi,A5,2009.0,-0.8660254037844386,0.5000000000000001,0
349,230.0,39.0,IL,100/300,1000.0,904.7,7000000.0,454530,FEMALE,MD,craft-repair,unmarried,SC,Riverwood,7460 Apache Lane,3.0,74200.0,Accura,TL,2002.0,-0.5000000000000004,0.8660254037844384,1
350,250.0,43.0,OH,500/1000,1000.0,1243.84,0.0,474848,FEMALE,JD,tech-support,own-child,VA,Columbus,5771 Sky Ave,3.0,64900.0,Volkswagen,Jetta,2011.0,-0.4999999999999997,-0.8660254037844388,0
351,270.0,44.0,IL,500/1000,2000.0,1030.95,0.0,435985,FEMALE,Associate,machine-op-inspct,other-relative,NC,Northbend,2865 Maple Lane,0.0,35900.0,Audi,A3,2007.0,-0.4999999999999997,-0.8660254037844388,0
352,65.0,26.0,IN,100/300,500.0,1285.03,3000000.0,457942,FEMALE,High School,craft-repair,unmarried,VA,Riverwood,8940 Elm Ave,3.0,52200.0,Honda,CRV,2011.0,-1.0,-1.8369701987210297e-16,0
353,475.0,57.0,OH,100/300,500.0,1216.56,0.0,436522,MALE,Masters,adm-clerical,own-child,SC,Hillsdale,1215 Pine Hwy,2.0,78000.0,Suburu,Forrestor,2000.0,0.8660254037844386,0.5000000000000001,1
354,77.0,27.0,IN,500/1000,2000.0,966.26,0.0,471704,FEMALE,High School,adm-clerical,own-child,NY,Springfield,6874 Maple Ridge,0.0,67200.0,Volkswagen,Passat,1995.0,0.8660254037844387,-0.4999999999999998,0
355,256.0,43.0,OH,100/300,500.0,1203.17,0.0,455810,FEMALE,MD,prof-specialty,unmarried,WV,Hillsdale,8834 Elm Drive,0.0,63250.0,Nissan,Ultima,1997.0,-2.4492935982947064e-16,1.0,0
356,229.0,37.0,IL,250/500,2000.0,1212.12,0.0,446544,FEMALE,MD,craft-repair,not-in-family,WV,Columbus,8542 Lincoln Ridge,1.0,68760.0,Ford,Fusion,1995.0,1.2246467991473532e-16,-1.0,0
357,110.0,28.0,OH,250/500,1000.0,1573.93,0.0,461919,MALE,College,other-service,other-relative,NY,Springfield,9397 Francis St,2.0,65040.0,Suburu,Impreza,2010.0,-0.4999999999999997,-0.8660254037844388,0
358,177.0,33.0,IL,100/300,1000.0,1609.67,0.0,470128,MALE,College,adm-clerical,wife,SC,Springfield,4907 Andromedia Drive,3.0,82800.0,Jeep,Grand Cherokee,2004.0,-2.4492935982947064e-16,1.0,1
